服务编号	所属服务体系	所属主题域	所属数据实体	所属数据实体类型	服务名称	MEP(消息交换模式)	公有/私有	对方接口编号	接口名称	接口编号	服务合并建议	服务数据更新时间	服务数据更新频率	服务用途（用原“私有服务同一业务双向交互编号”或“对方接口编号”预留字段展示）	数据交换模式	服务发布者	服务订阅者
PUB-RMBTS-0023	核心交易体系	成交数据	成交信息	利率衍生品	利率上限/下限期权成交	单向：Out-Only	公有服务	/	利率上限/下限期权市场-本方成交	RMBTS-CSTP-14-2	130.0	/	/		IMIX	本币交易系统	本币交易直通式处理系统（本币CSTP）
PUB-RMBTS-0267	核心交易体系	成交数据	成交信息	利率衍生品	利率上限/下限期权关联机构成交	单向：Out-Only	公有服务	/	利率上限/下限期权市场-关联机构成交	RMBTS-CSTP-28-2	131.0	/	/		IMIX	本币交易系统	市场数据发布系统
PUB-RMBTS-0268	核心交易体系	成交数据	成交信息	利率衍生品	远期利率协议成交	单向：Out-Only	公有服务	/	远期利率协议市场-成交	RMBTS-CMDS-9-4	162.0	/	/		IMIX	本币交易系统	市场数据发布系统
PUB-RMBTS-0024	核心交易体系	成交数据	成交信息	利率衍生品	远期利率协议关联机构成交	单向：Out-Only	公有服务	/	远期利率协议市场-关联机构成交	RMBTS-CSTP-23-5	163.0	/	/		IMIX	本币交易系统	本币交易直通式处理系统（本币CSTP）
PUB-RMBTS-0269	核心交易体系	成交数据	成交信息	买断式回购	买断式回购成交	单向：Out-Only	公有服务	/	买断式回购市场-成交	RMBTS-CMDS-3-2	132.0	/	/		IMIX	本币交易系统	市场数据发布系统
PRV-RMBTS-0045	核心交易体系	成交数据	成交信息	买断式回购	买断式回购成交--清算所超短期融资券	双向：Out-In	私有服务	PRV-SHCH-I-0004	超短期融资券成交-买断式回购成交	RMBTS-SHCH-4-1	建议合并，编号12-2	/	/		IMIX	本币交易系统	上海清算所
PRV-SHCH-0016	核心交易体系	成交数据	成交信息	买断式回购	买断式回购成交--清算所超短期融资券	单向：Out-Only	私有服务	PRV-RMBTS-I-0023	超短期融资券成交-买断式回购成交反馈	RMBTS-SHCH-4-2	建议合并，编号12-2	/	/		IMIX	上海清算所	本币交易系统
PRV-RMBTS-0046	核心交易体系	成交数据	成交信息	买断式回购	买断式回购成交--清算所短期融资券	双向：Out-In	私有服务	PRV-SHCH-I-0009	清算所托管短期融资券成交-买断式回购成交	RMBTS-SHCH-9-1	建议合并，编号11-2	/	/		IMIX	本币交易系统	上海清算所
PRV-SHCH-0017	核心交易体系	成交数据	成交信息	买断式回购	买断式回购成交--清算所短期融资券	单向：Out-Only	私有服务	PRV-RMBTS-I-0028	清算所托管短期融资券成交-买断式回购成交反馈	RMBTS-SHCH-9-2	建议合并，编号11-2	/	/		IMIX	上海清算所	本币交易系统
PUB-RMBTS-0025	核心交易体系	成交数据	成交信息	买断式回购	买断式回购关联机构成交	单向：Out-Only	公有服务	/	买断式回购市场-关联机构成交	RMBTS-CSTP-17-3	133.0	/	/		IMIX	本币交易系统	本币交易直通式处理系统（本币CSTP）
PRV-RMBTS-0047	核心交易体系	成交数据	成交信息	同业存单	同业存单成交--清算所	双向：Out-In	私有服务	PRV-SHCH-I-0015	同业存单成交	RMBTS-SHCH-15-1	建议合并，编号13-2	/	/		IMIX	本币交易系统	上海清算所
PRV-SHCH-0018	核心交易体系	成交数据	成交信息	同业存单	同业存单成交--清算所	单向：Out-Only	私有服务	PRV-RMBTS-I-0034	同业存单成交反馈	RMBTS-SHCH-15-2	建议合并，编号13-2	/	/		IMIX	上海清算所	本币交易系统
PUB-FXTS-0025	核心交易体系	成交数据	成交信息	外汇市场	人民币外汇市场成交	单向：Out-Only	公有服务	/	结售汇竞价	FXTS-SHCH-6	134.0	/	/		IMIX	外汇交易系统	上海清算所
PUB-FXTS-0026	核心交易体系	成交数据	成交信息	外汇市场	外币对市场成交	单向：Out-Only	公有服务	/	外币对竞价	FXTS-SHCH-7	137.0	/	/		IMIX	外汇交易系统	上海清算所
PRV-PTPS-0017	核心交易体系	成交数据	成交信息	外汇市场	外汇成交反馈--交易后	单向：Out-Only	私有服务	PRV-FXTS-I-0001	成交确认	FXTS-PTPS-1-R	138.0	/	/		IMIX	交易后处理系统	外汇交易系统
PUB-FXTS-0030	核心交易体系	成交数据	成交信息	外汇市场	外汇掉期成交	单向：Out-Only	公有服务	/	外汇掉期成交	FXTS-BMS-2	140.0	/	/		IMIX	外汇交易系统	市场基准参考系统
PUB-FXTS-0021	核心交易体系	成交数据	成交信息	外汇市场	外汇掉期成交--黄金询价交易	单向：Out-Only	公有服务	/	黄金询价掉期交易	FXTS-SGE-3	142.0	/	/		IMIX	外汇交易系统	上海黄金交易所
PRV-FXTS-0010	核心交易体系	成交数据	成交信息	外汇市场	外汇掉期成交--交易后	双向：Out-In	私有服务	PRV-PTPS-I-0004	成交数据-掉期	FXTS-PTPS-1-2	143.0	/	/		IMIX	外汇交易系统	交易后处理系统
PUB-FXTS-0027	核心交易体系	成交数据	成交信息	外汇市场	外汇掉期成交--完成交易确认	单向：Out-Only	公有服务	/	日终批量发送完成交易确认的成交数据-掉期净额交易数据	FXTS-SHCH-1-2	144.0	/	/		IMIX	外汇交易系统	上海清算所
PUB-FXTS-0038	核心交易体系	成交数据	成交信息	外汇市场	外汇货币掉期成交	单向：Out-Only	公有服务	/	返回成交数据-货币互换市场	FXTS-CMDS-1-7	145.0	/	/		IMIX	外汇交易系统	市场数据发布系统
PUB-FXTS-0039	核心交易体系	成交数据	成交信息	外汇市场	外汇货币掉期成交--利率互换	单向：Out-Only	公有服务	/	返回成交数据-利率互换市场	FXTS-CMDS-1-6	146.0	/	/		IMIX	外汇交易系统	市场数据发布系统
PRV-FXTS-0011	核心交易体系	成交数据	成交信息	外汇市场	外汇即期/远期成交--交易后	双向：Out-In	私有服务	PRV-PTPS-I-0004	成交数据-即期/远期	FXTS-PTPS-1-1		/	/		IMIX	外汇交易系统	交易后处理系统
PUB-FXTS-0028	核心交易体系	成交数据	成交信息	外汇市场	外汇即期/远期成交--完成交易确认	单向：Out-Only	公有服务	/	日终批量发送完成交易确认的成交数据-即期/远期净额交易数据	FXTS-SHCH-1-1	147.0	/	/		IMIX	外汇交易系统	上海清算所
PUB-FXTS-0040	核心交易体系	成交数据	成交信息	外汇市场	外汇即期成交	单向：Out-Only	公有服务	/	返回成交数据-即期市场	FXTS-CMDS-1-2	148.0	/	/		IMIX	外汇交易系统	市场数据发布系统
PUB-FXTS-0022	核心交易体系	成交数据	成交信息	外汇市场	外汇即期成交--黄金询价交易	单向：Out-Only	公有服务	/	黄金询价即期交易	FXTS-SGE-1	149.0	/	/		IMIX	外汇交易系统	上海黄金交易所
PRV-FXTS-0013	核心交易体系	成交数据	成交信息	外汇市场	外汇期权成交--交易后	双向：Out-In	私有服务	PRV-PTPS-I-0004	成交数据-外汇期权	FXTS-PTPS-1-3	150.0	/	/		IMIX	外汇交易系统	交易后处理系统
PUB-FXTS-0031	核心交易体系	成交数据	成交信息	外汇市场	外汇远期成交	单向：Out-Only	公有服务	/	外汇远期成交-成交数据	FXTS-BMS-1-2	151.0	/	/		IMIX	外汇交易系统	市场基准参考系统
PUB-FXTS-0041	核心交易体系	成交数据	成交信息	外汇市场	外汇远期成交--NDF	单向：Out-Only	公有服务	/	返回成交数据-NDF市场	FXTS-CMDS-1-5	152.0	/	/		IMIX	外汇交易系统	市场数据发布系统
PUB-FXTS-0023	核心交易体系	成交数据	成交信息	外汇市场	外汇远期成交--黄金询价交易	单向：Out-Only	公有服务	/	黄金询价远期交易	FXTS-SGE-2	153.0	/	/		IMIX	外汇交易系统	上海黄金交易所
PUB-RMBTS-0330	核心交易体系	成交数据	成交信息	现券买卖	现券买卖成交	单向：Out-Only	公有服务	/	现券买卖市场-成交	RMBTS-CMDS-4-5	确定合并，编号I4-2	/	/		IMIX	本币交易系统	市场数据发布系统
PUB-RMBTS-0330	核心交易体系	成交数据	成交信息	现券买卖	现券买卖成交	单向：Out-Only	公有服务	/	资产支持类证券市场-成交	RMBTS-CMDS-5-6	确定合并，编号I4-2	/	/		IMIX	本币交易系统	市场数据发布系统
PRV-RMBTS-0012	核心交易体系	成交数据	成交信息	现券买卖	现券买卖成交--财政部做市支持	单向：Out-Only	私有服务	PRV-RMBTS-I-0074	CDC发送给本币交易系统的现券买卖流通量	MMSSMF-RMBTS-1	建议合并，编号63-2	/	/		IMIX	本币交易系统	财政部做市支持系统
PRV-MMSSMF-0001	核心交易体系	成交数据	成交信息	现券买卖	现券买卖成交--财政部做市支持	单向：Out-Only	私有服务	PRV-MMSSMF-I-0001	财政部国债做市支持系统发送给本币交易系统的现券成交	MMSSMF-RMBTS-1-R	建议合并，编号63-2	/	/		IMIX	财政部做市支持系统	本币交易系统
PRV-RMBTS-0080	核心交易体系	成交数据	成交信息	现券买卖	现券买卖成交--国债登	双向：Out-In	私有服务	PRV-CDC-I-0001	本币交易系统发送给CDC的成交明细-国债做市支持系统现券买卖	RMBTS-CDC-1-8	建议合并，编号64-2	/	/		IMIX	本币交易系统	中央国债登记结算公司
PRV-CDC-0001	核心交易体系	成交数据	成交信息	现券买卖	现券买卖成交--国债登	单向：Out-Only	私有服务	PRV-RMBTS-I-0015	CDC发送给本币交易系统的成交反馈	RMBTS-CDC-1-R	建议合并，编号64-2	/	/		IMIX	中央国债登记结算公司	本币交易系统
PRV-RMBTS-0048	核心交易体系	成交数据	成交信息	现券买卖	现券买卖成交--清算所超短期融资券	双向：Out-In	私有服务	PRV-SHCH-I-0002	超短期融资券成交-现券成交	RMBTS-SHCH-2-1	建议合并，编号14-2	/	/		IMIX	本币交易系统	上海清算所
PRV-SHCH-0019	核心交易体系	成交数据	成交信息	现券买卖	现券买卖成交--清算所超短期融资券	单向：Out-Only	私有服务	PRV-RMBTS-I-0021	超短期融资券成交-现券成交反馈	RMBTS-SHCH-2-2	建议合并，编号14-2	/	/		IMIX	上海清算所	本币交易系统
PRV-RMBTS-0049	核心交易体系	成交数据	成交信息	现券买卖	现券买卖成交--清算所定向工具                                                                         	双向：Out-In	私有服务	PRV-SHCH-I-0012	定向工具成交-现券市场成交	RMBTS-SHCH-12-1	建议合并，编号65-2	/	/		IMIX	本币交易系统	上海清算所
PRV-SHCH-0020	核心交易体系	成交数据	成交信息	现券买卖	现券买卖成交--清算所定向工具                                                                         	单向：Out-Only	私有服务	PRV-RMBTS-I-0031	定向工具成交-现券市场成交反馈	RMBTS-SHCH-12-2	建议合并，编号65-2	/	/		IMIX	上海清算所	本币交易系统
PRV-RMBTS-0050	核心交易体系	成交数据	成交信息	现券买卖	现券买卖成交--清算所短期融资券	双向：Out-In	私有服务	PRV-SHCH-I-0007	清算所托管短期融资券成交-现券成交	RMBTS-SHCH-7-1	建议合并，编号15-2	/	/		IMIX	本币交易系统	上海清算所
PRV-SHCH-0021	核心交易体系	成交数据	成交信息	现券买卖	现券买卖成交--清算所短期融资券	单向：Out-Only	私有服务	PRV-RMBTS-I-0026	清算所托管短期融资券成交-现券成交反馈	RMBTS-SHCH-7-2	建议合并，编号15-2	/	/		IMIX	上海清算所	本币交易系统
PRV-RMBTS-0051	核心交易体系	成交数据	成交信息	现券买卖	现券买卖成交--资产支持证券	双向：Out-In	私有服务	PRV-SHCH-I-0013	ABS成交-ABS资产支持证券成交	RMBTS-SHCH-13-1	建议合并，编号16-2	/	/		IMIX	本币交易系统	上海清算所
PRV-SHCH-0022	核心交易体系	成交数据	成交信息	现券买卖	现券买卖成交--资产支持证券	单向：Out-Only	私有服务	PRV-RMBTS-I-0032	ABS成交-ABS资产支持证券成交反馈	RMBTS-SHCH-13-2	建议合并，编号16-2	/	/		IMIX	上海清算所	本币交易系统
PUB-RMBTS-0089	核心交易体系	成交数据	成交信息	现券买卖	现券买卖关联机构成交	单向：Out-Only	公有服务	/	现券买卖市场-关联机构成交	RMBTS-CSTP-18-8	确定合并，编号I5-2	/	/		IMIX	本币交易系统	本币交易直通式处理系统（本币CSTP）
PUB-RMBTS-0089	核心交易体系	成交数据	成交信息	现券买卖	现券买卖关联机构成交--资产支持证券	单向：Out-Only	公有服务	/	资产支持证券市场-关联机构成交	RMBTS-CSTP-19-7	确定合并，编号I5-2	/	/		IMIX	本币交易系统	本币交易直通式处理系统（本币CSTP）
PUB-RMBTS-0270	核心交易体系	成交数据	成交信息	信用拆借	信用拆借成交	单向：Out-Only	公有服务	/	信用拆借市场-成交	RMBTS-CMDS-1-3	155.0	/	/		IMIX	本币交易系统	市场数据发布系统
PUB-RMBTS-0026	核心交易体系	成交数据	成交信息	信用拆借	信用拆借关联机构成交	单向：Out-Only	公有服务	/	信用拆借市场-关联机构成交	RMBTS-CSTP-15-4	157.0	/	/		IMIX	本币交易系统	本币交易直通式处理系统（本币CSTP）
PRV-RMBTS-0052	核心交易体系	成交数据	成交信息	信用风险缓释凭证	信用风险缓释凭证成交--清算所	双向：Out-In	私有服务	PRV-SHCH-I-0001	信用风险缓释凭证成交	RMBTS-SHCH-1-1	建议合并，编号17-2	/	/		IMIX	本币交易系统	上海清算所
PRV-SHCH-0023	核心交易体系	成交数据	成交信息	信用风险缓释凭证	信用风险缓释凭证成交--清算所	单向：Out-Only	私有服务	PRV-RMBTS-I-0020	信用风险缓释凭证成交反馈	RMBTS-SHCH-1-2	建议合并，编号17-2	/	/		IMIX	上海清算所	本币交易系统
PUB-RMBTS-0027	核心交易体系	成交数据	成交信息	信用风险缓释凭证	信用缓释凭证成交	单向：Out-Only	公有服务	/	信用缓释凭证市场-本方成交	RMBTS-CSTP-10-3	158.0	/	/		IMIX	本币交易系统	本币交易直通式处理系统（本币CSTP）
PUB-RMBTS-0028	核心交易体系	成交数据	成交信息	信用风险缓释凭证	信用缓释凭证关联机构成交	单向：Out-Only	公有服务	/	信用缓释凭证市场-关联机构成交	RMBTS-CSTP-24-3	159.0	/	/		IMIX	本币交易系统	本币交易直通式处理系统（本币CSTP）
PUB-RMBTS-0271	核心交易体系	成交数据	成交信息	预发行	预发行市场成交	单向：Out-Only	公有服务	/	预发行市场-成交	RMBTS-CMDS-11-2	160.0	/	/		IMIX	本币交易系统	市场数据发布系统
PUB-RMBTS-0029	核心交易体系	成交数据	成交信息	预发行	预发行市场关联机构成交	单向：Out-Only	公有服务	/	预发行市场-关联机构成交	RMBTS-CSTP-25-7	161.0	/	/		IMIX	本币交易系统	本币交易直通式处理系统（本币CSTP）
PUB-RMBTS-0272	核心交易体系	成交数据	成交信息	债券借贷	债券借贷成交	单向：Out-Only	公有服务	/	债券借贷市场-成交业务	RMBTS-CMDS-8-2	164.0	/	/		IMIX	本币交易系统	市场数据发布系统
PRV-RMBTS-0053	核心交易体系	成交数据	成交信息	债券借贷	债券借贷成交--清算所超短期融资券	双向：Out-In	私有服务	PRV-SHCH-I-0006	超短期融资券成交-债券借贷成交	RMBTS-SHCH-6-1	建议合并，编号18-2	/	/		IMIX	本币交易系统	上海清算所
PRV-SHCH-0024	核心交易体系	成交数据	成交信息	债券借贷	债券借贷成交--清算所超短期融资券	单向：Out-Only	私有服务	PRV-RMBTS-I-0025	超短期融资券成交-债券借贷成交反馈	RMBTS-SHCH-6-2	建议合并，编号18-2	/	/		IMIX	上海清算所	本币交易系统
PRV-RMBTS-0054	核心交易体系	成交数据	成交信息	债券借贷	债券借贷成交--清算所短期融资券	双向：Out-In	私有服务	PRV-SHCH-I-0011	清算所托管短期融资券成交-债券借贷成交	RMBTS-SHCH-11-1	建议合并，编号19-2	/	/		IMIX	本币交易系统	上海清算所
PRV-SHCH-0025	核心交易体系	成交数据	成交信息	债券借贷	债券借贷成交--清算所短期融资券	单向：Out-Only	私有服务	PRV-RMBTS-I-0030	清算所托管短期融资券成交-债券借贷成交反馈	RMBTS-SHCH-11-2	建议合并，编号19-2	/	/		IMIX	上海清算所	本币交易系统
PUB-RMBTS-0030	核心交易体系	成交数据	成交信息	债券借贷	债券借贷关联机构成交	单向：Out-Only	公有服务	/	债券借贷市场-关联机构成交	RMBTS-CSTP-22-3	165.0	/	/		IMIX	本币交易系统	本币交易直通式处理系统（本币CSTP）
PUB-RMBTS-0273	核心交易体系	成交数据	成交信息	债券远期	债券远期成交	单向：Out-Only	公有服务	/	债券远期市场-成交	RMBTS-CMDS-6-2	166.0	/	/		IMIX	本币交易系统	市场数据发布系统
PRV-RMBTS-0055	核心交易体系	成交数据	成交信息	债券远期	债券远期成交--清算所超短期融资券	双向：Out-In	私有服务	PRV-SHCH-I-0005	超短期融资券成交-债券远期成交	RMBTS-SHCH-5-1	建议合并，编号20-2	/	/		IMIX	本币交易系统	上海清算所
PRV-SHCH-0026	核心交易体系	成交数据	成交信息	债券远期	债券远期成交--清算所超短期融资券	单向：Out-Only	私有服务	PRV-RMBTS-I-0024	超短期融资券成交-债券远期成交反馈	RMBTS-SHCH-5-2	建议合并，编号20-2	/	/		IMIX	上海清算所	本币交易系统
PRV-RMBTS-0056	核心交易体系	成交数据	成交信息	债券远期	债券远期成交--清算所短期融资券	双向：Out-In	私有服务	PRV-SHCH-I-0010	清算所托管短期融资券成交-债券远期成交	RMBTS-SHCH-10-1	建议合并，编号21-2	/	/		IMIX	本币交易系统	上海清算所
PRV-SHCH-0027	核心交易体系	成交数据	成交信息	债券远期	债券远期成交--清算所短期融资券	单向：Out-Only	私有服务	PRV-RMBTS-I-0029	清算所托管短期融资券成交-债券远期成交反馈	RMBTS-SHCH-10-2	建议合并，编号21-2	/	/		IMIX	上海清算所	本币交易系统
PUB-RMBTS-0031	核心交易体系	成交数据	成交信息	债券远期	债券远期关联机构成交	单向：Out-Only	公有服务	/	债券远期市场-关联机构成交	RMBTS-CSTP-20-3	168.0	/	/		IMIX	本币交易系统	本币交易直通式处理系统（本币CSTP）
PRV-CFAT-0002	核心交易体系	成交数据	成交信息	指令成交	本币成交意向--北金所承诺指令	单向：Out-Only	私有服务	/	承诺指令（订单）	RMBTS-CFAT-4-1	建议合并，编号57-2	/	/		IMIX	北金所	本币交易系统
PRV-RMBTS-0002	核心交易体系	成交数据	成交信息	指令成交	本币成交结果--北金所执行报告	单向：Out-Only	私有服务	/	成交结果（执行报告）	RMBTS-CFAT-4-2   	建议合并，编号57-2	/	/		IMIX	本币交易系统	北金所
PUB-RMBTS-0274	核心交易体系	成交数据	成交信息	质押式回购	质押式回购成交	单向：Out-Only	公有服务	/	质押式回购市场-成交	RMBTS-CMDS-2-3	172.0	/	/		IMIX	本币交易系统	市场数据发布系统
PRV-RMBTS-0057	核心交易体系	成交数据	成交信息	质押式回购	质押式回购成交--清算所超短期融资券	双向：Out-In	私有服务	PRV-SHCH-I-0003	超短期融资券成交-质押式回购成交	RMBTS-SHCH-3-1	建议合并，编号22-2	/	/		IMIX	本币交易系统	上海清算所
PRV-SHCH-0028	核心交易体系	成交数据	成交信息	质押式回购	质押式回购成交--清算所超短期融资券	单向：Out-Only	私有服务	PRV-RMBTS-I-0022	超短期融资券成交-质押式回购成交反馈	RMBTS-SHCH-3-2	建议合并，编号22-2	/	/		IMIX	上海清算所	本币交易系统
PRV-RMBTS-0058	核心交易体系	成交数据	成交信息	质押式回购	质押式回购成交--清算所短期融资券	双向：Out-In	私有服务	PRV-SHCH-I-0008	清算所托管短期融资券成交-质押式回购成交	RMBTS-SHCH-8-1	建议合并，编号23-2	/	/		IMIX	本币交易系统	上海清算所
PRV-SHCH-0029	核心交易体系	成交数据	成交信息	质押式回购	质押式回购成交--清算所短期融资券	单向：Out-Only	私有服务	PRV-RMBTS-I-0027	清算所托管短期融资券成交-质押式回购成交反馈	RMBTS-SHCH-8-2	建议合并，编号23-2	/	/		IMIX	上海清算所	本币交易系统
PRV-RMBTS-0059	核心交易体系	成交数据	成交信息	质押式回购	质押式回购成交--清算所资产支持证券	双向：Out-In	私有服务	PRV-SHCH-I-0014	ABS成交-ABS质押式回购成交	RMBTS-SHCH-14-1	建议合并，编号24-2	/	/		IMIX	本币交易系统	上海清算所
PRV-SHCH-0030	核心交易体系	成交数据	成交信息	质押式回购	质押式回购成交--清算所资产支持证券	单向：Out-Only	私有服务	PRV-RMBTS-I-0033	ABS成交-ABS质押式回购成交反馈	RMBTS-SHCH-14-2	建议合并，编号24-2	/	/		IMIX	上海清算所	本币交易系统
PUB-RMBTS-0032	核心交易体系	成交数据	成交信息	质押式回购	质押式回购关联机构成交	单向：Out-Only	公有服务	/	质押式回购市场-关联机构成交	RMBTS-CSTP-16-4	173.0	/	/		IMIX	本币交易系统	本币交易直通式处理系统（本币CSTP）
PUB-RMBTS-0375	核心交易体系	行情数据	基础行情数据	/	CBT市场成交行情	单向：OUT-Only	公有服务	/	TRDX_DEAL_MKT_INFRMN_CBT	/	174.0	 6:04:23	定时－指定时点		ETL	本币交易系统	外汇交易系统
PUB-RMBTS-0018	核心交易体系	行情数据	基础行情数据	/	CRPO市场成交行情	单向：OUT-Only	公有服务	/	TRDX_DEAL_MKT_INFRMN_CR	/	175.0	 23:00:27	定时－指定时点		ETL	本币交易系统	本币交易系统
PUB-RMBTS-0341	核心交易体系	行情数据	基础行情数据	/	IBO市场成交行情	单向：OUT-Only	公有服务	/	TRDX_DEAL_MKT_INFRMN_IBO	/	177.0	 8:00:14	定时－指定时点		ETL	本币交易系统	数据处理系统
PUB-RMBTS-0003	核心交易体系	行情数据	基础行情数据	/	ORPO市场成交行情	单向：OUT-Only	公有服务	/	TRDX_DEAL_MKT_INFRMN_OR	/	178.0	 2:30:10	定时－指定时点		ETL	本币交易系统	MTS
PUB-XTRADE-0012	核心交易体系	行情数据	基础行情数据	报价档位	标准利率互换档位行情	单向：Out-Only	公有服务	/	行情数据/每日结算利率（CMDS）-标准利率互换档位行情	XTRADE-CMDS-SIRS-12-2	179.0	/	/		IMIX	标准金融资产及衍生品交易系统	市场数据发布系统
PUB-XTRADE-0013	核心交易体系	行情数据	基础行情数据	报价档位	标准债券远期档位行情	单向：Out-Only	公有服务	/	/	XTRADE-CMDS-SBF-13	185.0	/	/		IMIX	标准金融资产及衍生品交易系统	市场数据发布系统
PUB-CSWAP-0002	核心交易体系	行情数据	基础行情数据	报价档位	外汇掉期档位行情--Cswap	单向：Out-Only	公有服务	/	档位行情	CSWAP-FXTS-2	197.0	/	/		IMIX	标准化外汇产品交易系统	外汇交易系统
PUB-XTRADE-0014	核心交易体系	行情数据	基础行情数据	报价档位	质押匿名点击档位行情	单向：Out-Only	公有服务	/	质押匿名点击档位行情发往CMDS	XTRADE-CMDS-Repo-8-2	213.0	/	/		IMIX	标准金融资产及衍生品交易系统	市场数据发布系统
PUB-XTRADE-0005	核心交易体系	行情数据	基础行情数据	交易量	标准利率互换成交行情	单向：Out-Only	公有服务	/	成交行情数据	XTRADE-RMBTS-IRS-12	确定合并，编号I20-2	/	/		IMIX	标准金融资产及衍生品交易系统	本币交易系统
PUB-XTRADE-0005	核心交易体系	行情数据	基础行情数据	交易量	标准利率互换成交行情	单向：Out-Only	公有服务	/	行情数据/每日结算利率（CMDS）-标准利率互换成交行情数据	XTRADE-CMDS-SIRS-12-1	确定合并，编号I20-2	/	/		IMIX	标准金融资产及衍生品交易系统	市场数据发布系统
PUB-XTRADE-0015	核心交易体系	行情数据	基础行情数据	交易量	标准债券远期成交行情	单向：Out-Only	公有服务	/	行情数据/每日结算价（CMDS）	XTRADE-CMDS-SBF-13	184.0	/	/		IMIX	标准金融资产及衍生品交易系统	市场数据发布系统
PUB-XTRADE-0016	核心交易体系	行情数据	基础行情数据	交易量	质押匿名点击成交行情	单向：Out-Only	公有服务	/	质押匿名点击成交行情发往CMDS	XTRADE-CMDS-Repo-8-1	212.0	/	/		IMIX	标准金融资产及衍生品交易系统	市场数据发布系统
PRV-XTRADE-0007	核心交易体系	行情数据	基础行情数据	结算价	本币标准产品每日结算价格--Xtrade	双向：Out-In	私有服务	PRV-SHCH-I-0060	清算所-每日结算价格	XTRADE-SHCH-SIRS-9	建议合并，编号67-2	/	/		IMIX	标准金融资产及衍生品交易系统	上海清算所
PRV-SHCH-0058	核心交易体系	行情数据	基础行情数据	结算价	本币标准产品每日结算价格--Xtrade	单向：Out-Only	私有服务	PRV-XTRADE-I-0009	清算所-每日结算价格-反馈	XTRADE-SHCH-SIRS-9-R	建议合并，编号67-2	/	/		IMIX	上海清算所	标准金融资产及衍生品交易系统
PRV-RMBTS-0061	核心交易体系	行情数据	基础行情数据	结算价	本币标准利率互换到期交割价	双向：Out-In	私有服务	PRV-SHCH-I-0037	标准利率互换集中清算业务-到期交割价	RMBTS-SHCH-43-1	建议合并，编号68-2	/	/		IMIX	本币交易系统	上海清算所
PRV-SHCH-0031	核心交易体系	行情数据	基础行情数据	结算价	本币标准利率互换到期交割价	单向：Out-Only	私有服务	PRV-RMBTS-I-0058	标准利率互换集中清算业务-到期交割价收到反馈	RMBTS-SHCH-43-2	建议合并，编号68-2	/	/		IMIX	上海清算所	本币交易系统
PRV-PTPS-0008	核心交易体系	行情数据	基础行情数据	结算价	本币标准利率互换到期结算价	双向：Out-In	私有服务	PRV-SHCH-I-0067	标准利率互换到期结算利率	PTPS-SHCH-2	建议合并，编号69-2	/	/		IMIX	交易后处理系统	上海清算所
PRV-SHCH-0068	核心交易体系	行情数据	基础行情数据	结算价	本币标准利率互换到期结算价	单向：Out-Only	私有服务	PRV-PTPS-I-0013	标准利率互换到期结算利率收到反馈	PTPS-SHCH-2-R	建议合并，编号69-2	/	/		IMIX	上海清算所	交易后处理系统
PRV-RMBTS-0060	核心交易体系	行情数据	基础行情数据	结算价	本币标准利率互换每日结算价格	双向：Out-In	私有服务	PRV-SHCH-I-0036	标准利率互换集中清算业务-每日结算价格	RMBTS-SHCH-42-1	建议合并，编号70-2	/	/		IMIX	本币交易系统	上海清算所
PRV-SHCH-0032	核心交易体系	行情数据	基础行情数据	结算价	本币标准利率互换每日结算价格	单向：Out-Only	私有服务	PRV-RMBTS-I-0057	标准利率互换集中清算业务-每日结算价收到反馈	RMBTS-SHCH-42-2	建议合并，编号70-2	/	/		IMIX	上海清算所	本币交易系统
PRV-RMBTS-0062	核心交易体系	行情数据	基础行情数据	结算价	本币标准债券远期到期交割价	双向：Out-In	私有服务	PRV-SHCH-I-0029	标准债券远期集中净额清算业务-到期交割价	RMBTS-SHCH-34-1	建议合并，编号71-2	/	/		IMIX	本币交易系统	上海清算所
PRV-SHCH-0033	核心交易体系	行情数据	基础行情数据	结算价	本币标准债券远期到期交割价	单向：Out-Only	私有服务	PRV-RMBTS-I-0050	标准债券远期集中净额清算业务-到期交割价收到反馈	RMBTS-SHCH-34-2	建议合并，编号71-2	/	/		IMIX	上海清算所	本币交易系统
PRV-PTPS-0009	核心交易体系	行情数据	基础行情数据	结算价	本币标准债券远期到期结算价	双向：Out-In	私有服务	PRV-SHCH-I-0066	标准债券远期到期结算价	PTPS-SHCH-1	建议合并，编号72-2	/	/		IMIX	交易后处理系统	上海清算所
PRV-SHCH-0069	核心交易体系	行情数据	基础行情数据	结算价	本币标准债券远期到期结算价	单向：Out-Only	私有服务	PRV-PTPS-I-0012	标准债券远期到期结算价收到反馈	PTPS-SHCH-1-R	建议合并，编号72-2	/	/		IMIX	上海清算所	交易后处理系统
PRV-RMBTS-0063	核心交易体系	行情数据	基础行情数据	结算价	本币标准债券远期每日结算价格	双向：Out-In	私有服务	PRV-SHCH-I-0028	标准债券远期集中净额清算业务-每日结算价格	RMBTS-SHCH-33-1	建议合并，编号73-2	/	/		IMIX	本币交易系统	上海清算所
PRV-SHCH-0034	核心交易体系	行情数据	基础行情数据	结算价	本币标准债券远期每日结算价格	单向：Out-Only	私有服务	PRV-RMBTS-I-0049	标准债券远期集中净额清算业务-每日结算价收到反馈	RMBTS-SHCH-33-2	建议合并，编号73-2	/	/		IMIX	上海清算所	本币交易系统
