服务编号	所属服务体系	所属主题域	所属数据实体	所属数据实体类型	服务名称	MEP(消息交换模式)	公有/私有	对方接口编号	接口名称	接口编号	服务合并建议	服务数据更新时间	服务数据更新频率	服务用途（用原“私有服务同一业务双向交互编号”或“对方接口编号”预留字段展示）	数据交换模式	服务发布者	服务订阅者
PRV-SHCH-0046	交易后服务体系	清算风险数据	清算额度	/	本币标准债券远期会员限额调整	双向：In-Out	私有服务	PRV-RMBTS-I-0042	标准债券远期集中净额清算业务-会员限额调整响应	RMBTS-SHCH-26-2	建议合并，编号97-2	/	/		IMIX	上海清算所	本币交易系统
PRV-RMBTS-0076	交易后服务体系	清算风险数据	清算额度	/	本币标准债券远期下一日会员持仓限额和头寸	单向：Out-Only	私有服务	PRV-SHCH-I-0046	标准债券远期集中净额清算业务-下一日会员持仓限额和头寸全量数据反馈	SHCH-RMBTS-13-2	建议合并，编号98-2	/	/		IMIX	本币交易系统	上海清算所
PRV-SHCH-0047	交易后服务体系	清算风险数据	清算额度	/	本币标准债券远期下一日会员持仓限额和头寸	双向：Out-In	私有服务	PRV-RMBTS-I-0069	标准债券远期集中净额清算业务-下一日会员持仓限额和头寸全量数据	SHCH-RMBTS-13-1	建议合并，编号98-2	/	/		IMIX	上海清算所	本币交易系统
PUB-SHCH-0004	交易后服务体系	清算风险数据	违约数据	/	外汇竞价会员日间逾期数据	单向：Out-Only	公有服务	/	日间会员逾期信息	SHCH-FXTS-5	321.0	/	/		IMIX	上海清算所	外汇交易系统
PRV-RMBTS-0077	交易后服务体系	清算结算数据	清算进入退出记录	/	本币利率互换清算退出--清算所	双向：Out-In	私有服务	PRV-SHCH-I-0016	IRS净额清算-利率互换（IRS）清算退出	RMBTS-SHCH-18-1	建议合并，编号99-2	/	/		IMIX	本币交易系统	上海清算所
PRV-SHCH-0048	交易后服务体系	清算结算数据	清算进入退出记录	/	本币利率互换清算退出--清算所	单向：Out-Only	私有服务	PRV-RMBTS-I-0035	IRS净额清算-利率互换（IRS）清算退出日终反馈	RMBTS-SHCH-18-2	建议合并，编号99-2	/	/		IMIX	上海清算所	本币交易系统
PRV-RMBTS-0017	交易后服务体系	清算结算数据	清算进入退出记录	/	本币利率互换清算退出请求--交易后	单向：Out-Only	私有服务	/	单笔IRS交易申请清算退出	RMBTS-PTPS-3	322.0	/	/		IMIX	本币交易系统	交易后处理系统
PRV-RMBTS-0018	交易后服务体系	清算结算数据	清算进入退出记录	/	本币清算进入	单向：Out-Only	私有服务	/	清算进入	RMBTS-PTPS-7	323.0	/	/		IMIX	本币交易系统	交易后处理系统
PRV-PTPS-0011	交易后服务体系	清算结算数据	清算进入退出记录	/	本币清算退出	双向：Out-In	私有服务	PRV-SHCH-I-0063	清算退出（多边冲销引起）	PTPS-IHUb-SHCH-3	建议合并，编号100-2	/	/		IMIX	交易后处理系统	上海清算所
PRV-SHCH-0071	交易后服务体系	清算结算数据	清算进入退出记录	/	本币清算退出	单向：Out-Only	私有服务	PRV-PTPS-I-0009	清算承接结果（清算退出）	SHCH-Ihub-PTPS-1	建议合并，编号100-2	/	/		IMIX	上海清算所	交易后处理系统
PRV-SHCH-0049	交易后服务体系	清算结算数据	清算数据	承接数据	本币利率互换清算承接审核结果	单向：Out-Only	私有服务	/	IRS净额清算-清算承接审核结果反馈	RMBTS-SHCH-20	324.0	/	/		IMIX	上海清算所	本币交易系统
PRV-RMBTS-0078	交易后服务体系	清算结算数据	清算数据	承接数据	本币利率互换清算承接实时反馈	单向：Out-Only	私有服务	/	IRS净额清算-交易中心实时反馈	RMBTS-SHCH-23	325.0	/	/		IMIX	本币交易系统	上海清算所
PRV-SHCH-0050	交易后服务体系	清算结算数据	清算数据	承接数据	本币利率互换市场清算承接审核结果统计	单向：Out-Only	私有服务	/	IRS净额清算-审核结果统计	SHCH-RMBTS-9	327.0	/	/		IMIX	上海清算所	本币交易系统
PRV-SHCH-0072	交易后服务体系	清算结算数据	清算数据	承接数据	本币清算承接审核结果	单向：Out-Only	私有服务	/	清算承接结果（审核结果）	SHCH-Ihub-PTPS-3	328.0	/	/		IMIX	上海清算所	交易后处理系统
PRV-PTPS-0012	交易后服务体系	清算结算数据	清算数据	承接数据	本币清算承接实时反馈	单向：Out-Only	私有服务	/	交易中心实时反馈	SHCH-Ihub-PTPS-7	329.0	/	/		IMIX	交易后处理系统	上海清算所
PUB-SHCH-0005	交易后服务体系	清算结算数据	清算数据	承接数据	外汇竞价会员清算数据	单向：Out-Only	公有服务	/	清算数据	SHCH-FXTS-8	331.0	/	/		IMIX	上海清算所	外汇交易系统
PRV-SHCH-0051	交易后服务体系	清算结算数据	清算数据	承接数据	债券交易净额清算-净额清算承接结果反馈	单向：Out-Only	私有服务	PRV-RMBTS-I-0068	债券交易净额清算-净额清算承接结果反馈	SHCH-RMBTS-11-1	334.0	/	/		IMIX	上海清算所	本币交易系统
PRV-PTPS-0013	交易后服务体系	清算结算数据	清算数据	清算相关数据	本币利率互换清算数据	单向：Out-Only	私有服务	/	IRS净额清算交易	PTPS-IHUb-SHCH-1	326.0	/	/		IMIX	交易后处理系统	上海清算所
PRV-SHCH-0052	交易后服务体系	清算结算数据	清算数据	清算相关数据	清算所托管余额传输(超短期融资券/信用风险缓释凭证/定向工具/短期融资券/ABS/同业存单)	双向：Out-In	私有服务	PRV-RMBTS-I-0066	托管余额传输-托管余额传输(超短期融资券/信用风险缓释凭证/定向工具/短期融资券/ABS/同业存单)	SHCH-RMBTS-8-2	330.0	/	/		IMIX	上海清算所	本币交易系统
PUB-SHCH-0006	交易后服务体系	清算结算数据	清算数据	清算相关数据	外汇竞价会员头寸（未清算）数据	单向：Out-Only	公有服务	/	会员头寸信息（未清算数据）	SHCH-FXTS-9	332.0	/	/		IMIX	上海清算所	外汇交易系统
PUB-SHCH-0007	交易后服务体系	清算结算数据	清算数据	清算相关数据	外汇未纳入净额清算交易数据	单向：Out-Only	公有服务	/	未纳入净额清算	SHCH-FXTS-4	333.0	/	/		IMIX	上海清算所	外汇交易系统
PRV-RMBTS-0027	交易后服务体系	清算结算数据	清算数据	清算相关数据	现券市场计算--结算代理模块	双向：In-Out	私有服务	PRV-RMBSCM-I-0009	本币向结算代理模块发送计算请求响应	RMBTS-RMBSCM-1-2	建议合并，编号9-2	/	/		IMIX	本币交易系统	结算代理模块
PRV-RMBSCM-0009	交易后服务体系	清算结算数据	清算数据	清算相关数据	现券市场计算--结算代理模块	单向：Out-Only	私有服务	PRV-RMBTS-I-0019	结算代理模块向本币发送现券市场的计算请求	RMBTS-RMBSCM-1-1	建议合并，编号9-2	/	/		IMIX	结算代理模块	本币交易系统
PRV-SHCH-0053	交易后服务体系	清算结算数据	清算数据	清算相关数据	债券交易净额清算--质押式回购净额清算债券列表	双向：Out-In	私有服务	PRV-RMBTS-I-0067	债券交易净额清算-质押式回购净额清算债券列表	SHCH-RMBTS-10-1	335.0	/	/		IMIX	上海清算所	本币交易系统
PUB-ICDIS-0002	交易后服务体系	清算结算数据	应收应付数据	/	缴款回执详情	单向：OUT-Only	公有服务	/	V_PYMNT_FDBCK_DTL(删除一个无更新时间)	/	336.0	 21:05:07	定时－指定时点		ETL	同业存单系统	计费管理系统
PUB-ICDIS-0003	交易后服务体系	清算结算数据	应收应付数据	/	缴款回执主	单向：OUT-Only	公有服务	/	V_PYMNT_FDBCK_MSTR(删除一个无更新时间)	/	337.0	 21:05:07	定时－指定时点		ETL	同业存单系统	计费管理系统
PUB-SHCH-0008	交易后服务体系	清算结算数据	应收应付数据	/	外汇竞价会员日间实际到账数据	单向：Out-Only	公有服务	/	日间会员实际到账数据信息	SHCH-FXTS-6	338.0	/	/		IMIX	上海清算所	外汇交易系统
PUB-BMS-0089	信息服务体系	信息数据	参考数据产品	/	基准业务参数	单向：OUT-Only	公有服务	/	T_BNCHMRK_PARAMETER	/	339.0	/	定时－指定时点		ETL	市场基准参考系统	中国货币网
PUB-BMS-0045	信息服务体系	信息数据	产品估值数据	/	债券动态估值	单向：Out-Only	公有服务	/	债券估值－债券动态估值	BMS-CMDS-30	340.0	/	/		IMIX	市场基准参考系统	市场数据发布系统
PUB-BMS-0046	信息服务体系	信息数据	产品估值数据	/	债券收盘估值	单向：Out-Only	公有服务	/	债券估值－债券收盘估值	BMS-CMDS-31	341.0	/	/		IMIX	市场基准参考系统	市场数据发布系统
PUB-BMS-0032	信息服务体系	信息数据	产品估值数据	/	债券收盘估值--Xtrade	单向：OUT-Only	公有服务	/	T_BONDSFINALVALUATION	/	342.0	 9:19:08	定时－指定时点		ETL	市场基准参考系统	标准金融资产及衍生品交易系统
PUB-FXTS-0033	信息服务体系	信息数据	关键指标数据	/	DELTA	单向：OUT-Only	公有服务	/	T_DELTA	/	343.0	/	定时－指定时点		ETL	外汇交易系统	市场基准参考系统
PUB-BMS-0090	信息服务体系	信息数据	关键指标数据	/	DELTA数据	单向：OUT-Only	公有服务	/	T_DELTA	/	344.0	 16:45:17	定时－指定时点		ETL	市场基准参考系统	中国货币网
PUB-BMS-0002	信息服务体系	信息数据	关键指标数据	/	Shibor	单向：OUT-Only	公有服务	/	T_SHIBOR	/	确定合并，编号E89-4	 9:32:11	定时－指定时点		ETL	市场基准参考系统	CNFY
PUB-BMS-0002	信息服务体系	信息数据	关键指标数据	/	Shibor	单向：OUT-Only	公有服务	/	T_SHIBOR	/	确定合并，编号E89-4	/	定时－指定时点		ETL	市场基准参考系统	交易后处理系统
PUB-BMS-0002	信息服务体系	信息数据	关键指标数据	/	Shibor	单向：OUT-Only	公有服务	/	T_SHIBOR	/	确定合并，编号E89-4	 9:40:07	定时－指定时点		ETL	市场基准参考系统	人民币跨境交易信息统计监测系统
PUB-BMS-0002	信息服务体系	信息数据	关键指标数据	/	Shibor	单向：OUT-Only	公有服务	/	T_SHIBOR	/	确定合并，编号E89-4	 18:00:20	定时－指定时点		ETL	市场基准参考系统	同业存单系统
PUB-BMS-0047	信息服务体系	信息数据	关键指标数据	/	Shibor报价行报价	单向：Out-Only	公有服务	/	Shibor数据－Shibor报价行报价	BMS-CMDS-4	345.0	/	/		IMIX	市场基准参考系统	市场数据发布系统
PUB-SHIBOR-0001	信息服务体系	信息数据	关键指标数据	/	Shibor报价品种--Shibor系统	单向：Out-Only	公有服务	/	SHIBOR报价品种数据	SHIBOR-RMBTS-3	建议合并，编号102-2	/	/		IMIX	上海银行间同业拆放利率系统	本币交易系统
PUB-BMS-0006	信息服务体系	信息数据	关键指标数据	/	Shibor报价品种--基准	单向：Out-Only	公有服务	/	Shibor－Shibor报价品种	BMS-RMBTS-16	建议合并，编号102-2	/	/		IMIX	市场基准参考系统	本币交易系统
PUB-BMS-0076	信息服务体系	信息数据	关键指标数据	/	Shibor均值	单向：OUT-Only	公有服务	/	T_SHIBORTENDENCY	/	346.0	 18:00:20	定时－指定时点		ETL	市场基准参考系统	同业存单系统
PUB-SHIBOR-0002	信息服务体系	信息数据	关键指标数据	/	Shibor均值数据--shibor系统	单向：Out-Only	公有服务	/	SHIBOR均值数据	SHIBOR-RMBTS-1	347.0	/	/		IMIX	上海银行间同业拆放利率系统	本币交易系统
PUB-BMS-0007	信息服务体系	信息数据	关键指标数据	/	Shibor均值数据--基准	单向：Out-Only	公有服务	/	Shibor－Shibor移动均值	BMS-RMBTS-15	348.0	/	/		IMIX	市场基准参考系统	本币交易系统
PUB-BMS-0008	信息服务体系	信息数据	关键指标数据	/	Shibor值	单向：Out-Only	公有服务	/	Shibor－Shibor值	BMS-RMBTS-14	349.0	/	/		IMIX	市场基准参考系统	本币交易系统
PUB-BMS-0035	信息服务体系	信息数据	关键指标数据	/	Shibor最新移动均值视图	单向：OUT-Only	公有服务	/	V_INTRADAY_SHIBORTENDENCY	/	350.0	 21:20:03	定时－指定时点		ETL	市场基准参考系统	大额存单系统
PUB-FXTS-0036	信息服务体系	信息数据	关键指标数据	/	T_EXCHANGE_INDEX	单向：OUT-Only	公有服务	/	T_EXCHANGE_INDEX	/	确定合并，编号E113-2	 16:21:03\ 16:50:07	定时－指定时点		ETL	外汇交易系统	市场基准参考系统
PUB-FXTS-0036	信息服务体系	信息数据	关键指标数据	/	T_EXCHANGE_INDEX	单向：OUT-Only	公有服务	/	T_EXCHANGE_INDEX	/	确定合并，编号E113-2	/	定时－指定时点		ETL	外汇交易系统	数据处理系统
PUB-BMS-0048	信息服务体系	信息数据	关键指标数据	/	贷款基础利率LPR	单向：Out-Only	公有服务	/	贷款基础利率－贷款基础利率LPR	BMS-CMDS-41	351.0	/	/		IMIX	市场基准参考系统	市场数据发布系统
PUB-BMS-0049	信息服务体系	信息数据	关键指标数据	/	贷款基础利率LPR报价行报价	单向：Out-Only	公有服务	/	贷款基础利率－贷款基础利率LPR报价行报价	BMS-CMDS-43	352.0	/	/		IMIX	市场基准参考系统	市场数据发布系统
PUB-BMS-0050	信息服务体系	信息数据	关键指标数据	/	贷款基础利率LPR移动均值	单向：Out-Only	公有服务	/	贷款基础利率－贷款基础利率LPR移动均值	BMS-CMDS-42	353.0	/	/		IMIX	市场基准参考系统	市场数据发布系统
PUB-BMS-0003	信息服务体系	信息数据	关键指标数据	/	贷款基准利率报价品种信息	单向：OUT-Only	公有服务	/	T_LPRTERM	/	确定合并，编号E90-2	 10:32:05	定时－指定时点		ETL	市场基准参考系统	CNFY
PUB-BMS-0003	信息服务体系	信息数据	关键指标数据	/	贷款基准利率报价品种信息	单向：OUT-Only	公有服务	/	T_LPRTERM	/	确定合并，编号E90-2	 12:00:22	定时－指定时点		ETL	市场基准参考系统	人民币跨境交易信息统计监测系统
PUB-BMS-0004	信息服务体系	信息数据	关键指标数据	/	贷款基准利率数据	单向：OUT-Only	公有服务	/	T_LPRSHOW	/	确定合并，编号E91-2	 11:39:10	定时－指定时点		ETL	市场基准参考系统	CNFY
PUB-BMS-0004	信息服务体系	信息数据	关键指标数据	/	贷款基准利率数据	单向：OUT-Only	公有服务	/	T_LPRSHOW	/	确定合并，编号E91-2	 12:00:22	定时－指定时点		ETL	市场基准参考系统	人民币跨境交易信息统计监测系统
PUB-BMS-0038	信息服务体系	信息数据	关键指标数据	/	当日回购定盘利率	单向：OUT-Only	公有服务	/	T_FR_INTRST_RATE	/	确定合并，编号E92-3	/	定时－指定时点		ETL	市场基准参考系统	交易后处理系统
PUB-BMS-0038	信息服务体系	信息数据	关键指标数据	/	当日回购定盘利率	单向：OUT-Only	公有服务	/	T_FR_INTRST_RATE	/	确定合并，编号E92-3	 12:00:22	定时－指定时点		ETL	市场基准参考系统	人民币跨境交易信息统计监测系统
PUB-BMS-0038	信息服务体系	信息数据	关键指标数据	/	当日回购定盘利率	单向：OUT-Only	公有服务	/	T_FR_INTRST_RATE	/	确定合并，编号E92-3	 11:33:24	定时－指定时点		ETL	市场基准参考系统	中国货币网
PUB-FXTS-0006	信息服务体系	信息数据	关键指标数据	/	当日人民币中间价	单向：OUT-Only	公有服务	/	CNY_MIDRATE	/	确定合并，编号E114-2	 9:15:07	定时－指定时点		ETL	外汇交易系统	CNFY
PUB-FXTS-0006	信息服务体系	信息数据	关键指标数据	/	当日人民币中间价	单向：OUT-Only	公有服务	/	CNY_MIDRATE	/	确定合并，编号E114-2	 9:30:23\ 16:21:20	定时－指定时点		ETL	外汇交易系统	市场基准参考系统
PUB-BMS-0009	信息服务体系	信息数据	关键指标数据	/	分时各品种回购移动平均利率样本数据	单向：OUT-Only	公有服务	/	T_AVG_SAMPLE	/	354.0	/	定时－指定时点		ETL	市场基准参考系统	本币交易系统
PUB-BMS-0010	信息服务体系	信息数据	关键指标数据	/	分时各品种回购移动平均利率样本数据历史	单向：OUT-Only	公有服务	/	L_AVG_SAMPLE	/	355.0	/	定时－指定时点		ETL	市场基准参考系统	本币交易系统
PUB-BMS-0091	信息服务体系	信息数据	关键指标数据	/	浮息债券利率明细	单向：OUT-Only	公有服务	/	T_BONDIRDETAIL	/	356.0	 8:15:27	定时－指定时点		ETL	市场基准参考系统	中国货币网
PUB-BMS-0005	信息服务体系	信息数据	关键指标数据	/	各品种回购移动平均利率	单向：OUT-Only	公有服务	/	T_AVG_INTRST_RATE	/	确定合并，编号E93-2	 10:32:05	定时－指定时点		ETL	市场基准参考系统	CNFY
PUB-BMS-0005	信息服务体系	信息数据	关键指标数据	/	各品种回购移动平均利率	单向：OUT-Only	公有服务	/	T_AVG_INTRST_RATE	/	确定合并，编号E93-2	/	定时－指定时点		ETL	市场基准参考系统	中国货币网
PUB-BMS-0092	信息服务体系	信息数据	关键指标数据	/	各品种回购移动平均利率历史	单向：OUT-Only	公有服务	/	L_AVG_INTRST_RATE	/	357.0	 8:15:11	定时－指定时点		ETL	市场基准参考系统	中国货币网
PUB-BMS-0033	信息服务体系	信息数据	关键指标数据	/	挂牌基准利率视图	单向：OUT-Only	公有服务	/	V_SWAP_CNTRCT_RATE	/	358.0	 17:03:44	定时－指定时点		ETL	市场基准参考系统	标准金融资产及衍生品交易系统
